PrimaryPropertyType,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding,LargestPropertyUseType,SecondLargestPropertyUseType,SiteEUI(kBtu/sf),Electricity(kBtu),NaturalGas(kBtu)
Other,GREATER DUWAMISH,2015,1.0,2,108036,0,108036,Parking,Automobile Dealership,46.20000076,3752536.0,1239357.0
Large Office,LAKE UNION,2015,1.0,12,483397,166208,317189,Office,Parking,40.90000153,11733018.0,2265619.0
Large Office,LAKE UNION,2014,1.0,13,536697,197659,339038,Office,Parking,37.90000153,9925769.0,3313279.0
Hotel,LAKE UNION,2014,1.0,4,126823,41539,85284,Hotel,Parking,68.5,4115620.0,1926779.0
Warehouse,GREATER DUWAMISH,1955,1.0,1,52085,4222,47863,Non-Refrigerated Warehouse,,69.19999695,732803.0,2873052.0
Small- and Mid-Sized Office,GREATER DUWAMISH,1929,1.0,2,24990,0,24990,Office,,176.8999939,2167029.0,2253621.0
Other,NORTHEAST,2013,1.0,1,72000,0,72000,Other - Recreation,,40.59999847,1901620.0,1024160.0
K-12 School,GREATER DUWAMISH,2015,1.0,3,45000,0,45000,K-12 School,Parking,29.0,1325973.0,0.0
Mixed Use Property,LAKE UNION,2015,1.0,6,345290,85028,260262,Laboratory,Office,144.5,23636804.0,15727308.0
University,NORTHEAST,1962,1.0,1,68072,0,68072,College/University,,46.20000076,3180819.0,0.0
Mixed Use Property,NORTH,2005,1.0,1,20616,0,20616,Other - Recreation,Fitness Center/Health Club/Gym,30.89999962,636965.4881,0.0
Other,CENTRAL,2013,1.0,1,11685,0,11685,Prison/Incarceration,,72.80000305,347288.714,503764.9902
Other,BALLARD,2010,1.0,1,11968,0,11968,Prison/Incarceration,,65.5,403243.1149,380179.9805
Other,NORTH,1949,1.0,1,11285,0,11285,Prison/Incarceration,,57.20000076,431795.424,213870.0195
Other,BALLARD,1911,1.0,1,16795,0,16795,Other - Recreation,Fitness Center/Health Club/Gym,55.79999924,542134.386,394481.9824
Other,BALLARD,1972,1.0,1,12769,0,12769,Other - Recreation,Fitness Center/Health Club/Gym,400.7999878,1205173.312,3912135.156
Office,MAGNOLIA / QUEEN ANNE,1952,1.0,1,13661,0,13661,Office,,36.79999924,502667.782,0.0
Other,EAST,1912,1.0,1,23445,0,23445,Other - Recreation,,254.8999939,1260869.84,4715375.781
Mixed Use Property,CENTRAL,1994,1.0,1,20050,0,20050,Other - Recreation,Fitness Center/Health Club/Gym,90.40000153,769453.0749,1043951.074
Office,SOUTHEAST,1960,1.0,1,15398,0,15398,Office,,25.20000076,277536.8515,110272.998
Other,DELRIDGE NEIGHBORHOODS,1982,1.0,1,18261,0,18261,Other - Recreation,,51.0,632362.0071,299719.9951
Office,GREATER DUWAMISH,1990,1.0,1,12294,0,12294,Office,,69.09999847,524270.86,325475.0244
Other,DOWNTOWN,2004,1.0,1,16000,0,16000,Other - Recreation,,59.40000153,396546.052,553729.9805
Other,MAGNOLIA / QUEEN ANNE,1974,1.0,1,13157,0,13157,Other - Recreation,Fitness Center/Health Club/Gym,438.2000122,1792158.758,3973739.063
Mixed Use Property,GREATER DUWAMISH,1989,1.0,1,14101,0,14101,Other - Recreation,Fitness Center/Health Club/Gym,51.0,348870.176,370601.001
Mixed Use Property,GREATER DUWAMISH,1938,1.0,1,18258,0,18258,Other - Recreation,Fitness Center/Health Club/Gym,63.09999847,432554.2475,720341.9922
